Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
West,Clay,Wheat,472.5355231246316,29.46083700234238,False,False,Sunny,73,2.5118323493273618
North,Chalky,Maize,509.74408789712345,24.687976926917138,False,False,Cloudy,82,2.6115987746747997
North,Chalky,Barley,602.9395795019789,37.79562969821477,True,True,Sunny,77,5.724657536299143
North,Sandy,Barley,106.10068831090476,24.80041878312485,True,False,Rainy,84,2.376939572223812
North,Sandy,Cotton,918.2233306595668,20.189017971450596,True,True,Rainy,103,6.820287512890757
North,Silt,Soybean,353.9059452997865,26.539946754826644,True,True,Cloudy,122,3.7651979868071175
West,Peaty,Barley,438.16801897923375,37.22194463406074,True,True,Rainy,135,5.5299628755657535
West,Clay,Maize,878.0283486182918,15.236690242899169,True,False,Cloudy,111,6.165639836258781
West,Chalky,Wheat,796.7828000199444,36.29843019157335,True,False,Cloudy,68,5.502576121594137
North,Peaty,Rice,625.8488146168546,23.222494251044377,False,False,Rainy,95,3.5427900315891736
West,Loam,Wheat,123.29347220063032,16.805926177853937,True,False,Sunny,72,1.6602323629339342
North,Chalky,Wheat,997.101944838848,17.227422507264738,True,False,Sunny,91,6.284965756448668
South,Peaty,Soybean,778.5798130167894,16.349656878178997,True,True,Sunny,112,6.838153525627561
South,Sandy,Cotton,834.4477623934529,26.024403862214363,True,True,Sunny,88,6.503717723693995
South,Chalky,Wheat,599.7137866000483,30.17009178567929,False,False,Rainy,120,2.7727804112883367
North,Sandy,Cotton,985.2302482871452,32.506438117376874,False,True,Rainy,88,6.3841565515761705
West,Peaty,Rice,425.0377729029128,37.33593817502967,True,True,Rainy,66,5.864104628294093
East,Clay,Rice,736.417788689187,35.057328432984924,True,False,Cloudy,62,6.254016195183483
South,Clay,Soybean,226.56129114211728,28.93475729748344,False,True,Cloudy,147,2.897156694118303
North,Sandy,Cotton,492.3216192572808,38.509853154962286,False,False,Cloudy,83,3.598948033394617
East,Sandy,Maize,232.862617536602,32.4301124133804,False,False,Sunny,71,1.7998597197734745
East,Loam,Soybean,797.3646383240114,18.385551558222264,True,True,Rainy,62,7.39991331373928
East,Clay,Wheat,894.6896080068545,24.81265952862081,True,True,Cloudy,68,6.566936999851359
South,Clay,Cotton,790.2274932401951,28.391767354045705,False,False,Cloudy,109,4.285625672577128
North,Clay,Soybean,220.1421086572836,24.33182263591436,True,False,Cloudy,87,2.294671563064496
East,Peaty,Cotton,199.21337933546124,20.79816393411879,True,False,Sunny,79,2.7577903356994664
West,Loam,Barley,598.4718663730857,27.60349637741585,True,False,Cloudy,104,4.430385953757674
East,Peaty,Soybean,801.5056635577172,35.069591305586975,False,True,Rainy,95,6.086749717887629
North,Chalky,Rice,760.9284521476737,30.374404371266536,True,True,Cloudy,65,6.663405036521622
South,Chalky,Barley,675.694303273203,31.25866768800184,False,False,Cloudy,139,4.406127658784532
South,Silt,Maize,672.8921195799417,33.443448852351494,False,True,Rainy,66,4.731009539012552
West,Sandy,Cotton,126.03506008150836,37.59667504952503,True,True,Sunny,61,3.4347318801390943
East,Silt,Barley,240.62555098248652,32.080117765586934,False,True,Sunny,131,3.2678373887897347
North,Sandy,Wheat,480.24139841373983,26.961805826050792,False,True,Rainy,111,3.890019500537128
East,Loam,Rice,208.62150566540083,23.178877490031617,False,False,Rainy,73,0.5013314986656152
West,Chalky,Cotton,495.49795837149554,32.48332434403606,True,False,Sunny,93,3.9829993582212735
East,Sandy,Cotton,627.3116991326067,24.86380160373448,True,True,Sunny,148,5.312231209111244
North,Sandy,Wheat,111.7464936521043,15.851087820408395,False,True,Sunny,114,1.557055802544789
East,Silt,Wheat,887.7767300726924,34.81655708616211,True,False,Sunny,62,6.205705148181426
West,Clay,Barley,346.7577191784709,37.01206647470831,False,True,Cloudy,109,3.1713242593127093
North,Chalky,Rice,798.2428224038395,30.393099551109422,False,True,Sunny,111,6.214409800742815
North,Chalky,Rice,858.6519725946962,32.454028251691426,False,False,Sunny,61,4.4480464224070895
North,Chalky,Rice,690.7270445114482,28.3876645636299,False,True,Rainy,88,5.08992181981064
North,Loam,Cotton,579.7530657103653,30.819974176174817,True,False,Cloudy,134,4.764692243154726
East,Loam,Maize,383.1234330313039,25.99450097345303,True,False,Rainy,119,4.577878437146613
North,Silt,Barley,595.5194581730989,34.56038763403395,True,True,Sunny,64,5.421729474396825
North,Loam,Barley,857.5270706377238,37.78591768656593,True,True,Sunny,85,7.6342286756246205
West,Chalky,Soybean,140.72861831301933,35.80320136184167,False,True,Sunny,84,2.3928407619216543
South,Silt,Rice,871.2214988608172,32.923755656209735,False,False,Sunny,149,4.975960688847207
North,Sandy,Rice,107.40778355495398,24.80759625883975,False,False,Rainy,60,0.1432511868902259
East,Chalky,Cotton,222.7530693509057,25.986567321125737,False,True,Sunny,72,3.535414690532113
North,Chalky,Soybean,149.71180194560804,18.578456909351903,True,True,Sunny,136,3.64052329484188
South,Peaty,Cotton,995.5121702854184,22.52234058597436,True,True,Sunny,65,7.435226277951994
East,Peaty,Soybean,362.334473723581,35.39999644647355,True,True,Sunny,68,5.246325667154726
East,Chalky,Cotton,440.8670806085419,29.74211931597926,True,False,Sunny,60,4.728867101627401
West,Peaty,Rice,788.5195974732352,15.834470042763847,False,False,Sunny,82,3.79922814058042
South,Clay,Cotton,903.9206055421932,36.27702421853572,True,True,Rainy,119,7.522188521618381
South,Chalky,Cotton,483.092820997648,15.59155873523012,True,True,Rainy,114,4.969636104424474
North,Loam,Rice,969.793616833554,32.9493536822078,True,True,Rainy,65,9.4486755354116
West,Sandy,Rice,515.7668277601969,16.62490688114341,True,False,Cloudy,94,4.165700604583096
East,Silt,Maize,562.1667772507978,36.17537780706623,False,False,Rainy,82,2.922651935983551
West,Loam,Maize,445.0359737013645,29.69579826144564,True,True,Rainy,95,5.549324474642196
West,Silt,Soybean,969.6722714617764,32.797552077720695,False,True,Cloudy,93,6.411079978326292
North,Silt,Soybean,317.10112876391764,27.995855671027805,False,False,Sunny,127,2.4806292188104955
South,Clay,Barley,820.9790920550139,20.10896772570961,False,True,Rainy,94,6.059189577793811
South,Clay,Cotton,893.541764405636,27.775958136845848,True,False,Sunny,71,6.625431250880302
South,Chalky,Soybean,243.4492130819931,27.39107108569937,False,False,Sunny,133,1.793536395194114
North,Silt,Maize,921.6798882140656,38.35426093166943,True,False,Cloudy,88,6.643646024347332
East,Chalky,Rice,817.2972270583097,30.60466191611468,False,True,Rainy,120,6.025643740257486
South,Loam,Barley,460.8082860160413,38.684635464047744,True,False,Rainy,110,5.2453253575388485
South,Peaty,Maize,215.6300226547972,25.34386853894969,True,True,Cloudy,128,4.047472279756835
North,Loam,Barley,527.8733909122132,27.85994421503217,True,False,Cloudy,144,5.042837205819522
South,Chalky,Barley,803.5924640558342,18.959829354071854,True,True,Sunny,99,6.611423971135279
West,Silt,Soybean,542.8093764489757,25.671952514720736,False,True,Rainy,143,5.414097221228902
West,Silt,Wheat,218.26799668387872,20.45047562086261,True,True,Sunny,60,4.662526942208675
North,Loam,Wheat,588.5714055303838,27.91222744391203,True,False,Sunny,133,5.113015081606555
South,Peaty,Maize,625.1052799691397,35.052428618754234,False,True,Cloudy,60,4.402438493609409
West,Silt,Soybean,970.3745075029354,31.520655512424483,True,True,Cloudy,137,8.237052550809588
South,Sandy,Maize,909.9942273391092,31.393829017348395,True,False,Sunny,144,5.655999301833014
West,Sandy,Barley,333.5544950192875,33.02298498841547,False,True,Cloudy,137,2.8786423244103414
South,Chalky,Maize,829.0885620492662,20.91433398041977,False,True,Rainy,66,5.634543384404098
North,Loam,Wheat,328.9950508266893,39.70709489723275,True,True,Sunny,123,6.113657718185428
West,Sandy,Wheat,271.87592218970906,39.17475351302001,True,True,Rainy,140,5.125849074871599
South,Sandy,Cotton,946.3280040258755,34.75137118220061,False,False,Sunny,136,5.587021594040831
East,Sandy,Barley,377.030958743718,19.302174834062946,False,True,Sunny,112,4.07607355835665
North,Sandy,Rice,792.6924905734619,34.57688134305066,False,True,Sunny,129,6.649505560308666
East,Silt,Soybean,535.7730686694983,23.33489010767676,True,True,Cloudy,132,5.637493664712976
North,Peaty,Barley,540.9620302676681,38.98692689978519,True,True,Rainy,144,4.804100181917894
North,Peaty,Cotton,156.66118013031178,32.24927227876335,False,True,Cloudy,95,2.73701106492657
West,Silt,Cotton,311.2025237381167,28.584186737702133,True,True,Sunny,98,4.522853667288259
East,Peaty,Soybean,420.306834862379,31.41776796931832,True,True,Rainy,119,4.6684984124210445
East,Clay,Maize,443.49192251766783,34.85204969247147,True,True,Rainy,125,5.069127405598324
East,Silt,Wheat,444.7503090835999,26.59519674273613,False,True,Sunny,146,3.3785841631265443
North,Sandy,Barley,503.6536359029635,22.133540981187377,True,True,Cloudy,116,6.023778574981878
East,Sandy,Maize,654.1566873505787,30.84548784656942,True,False,Rainy,135,6.714694256289962
West,Peaty,Maize,523.8349225991644,32.18369823686303,False,False,Sunny,124,2.5560545492272144
West,Chalky,Barley,521.9670592609136,18.664990762749632,False,True,Sunny,119,4.341275256092293
North,Peaty,Soybean,533.5422360694448,37.55413348061887,False,False,Cloudy,63,3.07001450548491
South,Loam,Cotton,893.1175444476273,31.147661595325253,True,True,Rainy,87,8.249133858123006
East,Clay,Rice,809.5980904461173,34.79810581969448,True,False,Rainy,135,6.164743498367342
East,Chalky,Soybean,548.6926399700503,18.246214139354272,True,False,Cloudy,130,4.207234836361055
East,Clay,Rice,152.92756488469553,38.569027382242325,False,True,Sunny,92,3.029749964275352
East,Peaty,Wheat,346.65858117486016,28.6352328644458,False,True,Sunny,138,3.721145307755113
North,Chalky,Cotton,885.6213847736426,38.862397431714925,True,True,Sunny,79,7.519934810893202
East,Sandy,Barley,255.4365187037964,34.011136088934336,True,False,Cloudy,62,2.9768064580451714
East,Loam,Wheat,296.8280239840135,18.26212658044218,True,False,Sunny,110,3.723378047337845
South,Sandy,Wheat,657.6868453017196,20.4327017224403,True,False,Sunny,149,4.974057726842381
South,Peaty,Barley,203.24314388049632,16.823640212079688,False,False,Cloudy,88,0.7241238346662311
South,Loam,Soybean,449.5525631182071,28.98999983991617,True,True,Rainy,137,5.935761907334255
East,Sandy,Wheat,962.5817817798866,20.02231526273805,False,False,Rainy,144,5.335426866256196
South,Silt,Wheat,641.3335511009045,39.12963904718686,True,False,Rainy,77,5.575872248916909
West,Loam,Maize,702.4681941668349,30.43335962847651,True,True,Cloudy,103,7.2759511079024275
North,Peaty,Rice,918.9203884688708,16.728537394843034,True,False,Cloudy,62,6.377542502808935
East,Clay,Barley,349.8942374876176,33.064920106596496,True,True,Rainy,144,5.195764209357621
South,Peaty,Soybean,788.3229150228545,39.64715504710266,False,True,Cloudy,82,4.927087421040047
South,Sandy,Soybean,851.8083414510158,17.08793167196183,True,True,Cloudy,111,7.735081327126453
North,Chalky,Wheat,231.51001202671995,23.37943739641974,False,True,Rainy,113,2.559032721648244
East,Chalky,Rice,838.8695476921946,30.678842200469575,False,True,Cloudy,115,6.006048024325594
South,Loam,Barley,854.3184513904613,26.88818749610175,True,False,Rainy,120,6.456099379422491
North,Clay,Barley,224.8725039411709,30.54268753937974,False,True,Sunny,131,3.347157475152445
South,Silt,Wheat,283.2452985385754,36.49429180523397,False,False,Cloudy,109,2.569354489623524
South,Sandy,Wheat,864.6121119200615,20.89785611856975,False,False,Rainy,112,4.976237126982677
South,Chalky,Cotton,769.6156968650487,24.307497133906946,False,True,Cloudy,72,6.193721450076209
West,Silt,Rice,666.2534384420877,21.372338052576318,False,True,Cloudy,66,5.3102907694285735
North,Silt,Soybean,351.35998104767293,18.924892783493316,True,True,Cloudy,91,4.853870888939139
North,Silt,Cotton,244.02763269166456,28.568724336332465,True,False,Rainy,120,2.844192505863666
West,Silt,Soybean,543.5971438822082,33.088946643807304,False,False,Rainy,117,3.253322426839808
West,Sandy,Barley,802.3963826310063,35.5313307922702,True,False,Rainy,125,6.663980026531775
East,Sandy,Rice,215.2454868828032,26.92355709581336,True,False,Cloudy,122,2.912783574144928
North,Clay,Barley,782.2697474627249,19.843559749303616,False,False,Sunny,87,4.07867110875431
West,Clay,Cotton,429.69892521463095,17.783731062432864,False,False,Cloudy,67,2.2180772515401386
West,Chalky,Barley,723.3229044289785,28.07366924227083,False,False,Cloudy,140,4.612706268913371
South,Sandy,Soybean,123.86009857145544,30.582588003936728,True,False,Sunny,145,2.813987647180116
East,Peaty,Soybean,268.24064102587334,29.888646954814668,True,True,Sunny,112,3.9549244225839466
South,Chalky,Wheat,118.88291603552634,20.00207732792336,False,True,Sunny,81,2.6177809019224325
South,Loam,Rice,541.5152892920156,17.998571151748624,False,True,Rainy,128,4.27479738142984
North,Sandy,Cotton,393.3996361267927,39.367422652267805,True,True,Rainy,63,4.757863602340933
North,Sandy,Cotton,897.5564179467788,36.81426852099244,False,True,Rainy,129,6.312331943201679
North,Chalky,Cotton,461.0323558895631,27.5929795016294,True,True,Rainy,131,5.980055291141866
West,Sandy,Rice,293.4944132659208,22.397149000327865,True,True,Cloudy,75,4.242812744724591
South,Peaty,Barley,885.6941662990911,26.7421541774014,True,False,Sunny,83,5.804557891335709
East,Chalky,Rice,325.1613109636317,16.96797468540087,True,False,Cloudy,81,3.9774384749841887
East,Peaty,Barley,364.807326187419,30.512333692887537,False,True,Rainy,96,3.56868361970782
South,Peaty,Soybean,794.769643049596,39.6817986855572,True,True,Sunny,99,7.528754252520683
South,Peaty,Rice,143.98216353753858,21.326544342826736,True,True,Cloudy,83,4.537473834227908
South,Clay,Wheat,965.918730713026,27.31834489197812,True,True,Rainy,89,8.090320606371682
North,Clay,Maize,189.380023382839,39.06539246308442,False,False,Rainy,70,1.9246987482640647
South,Loam,Wheat,776.3484428003517,34.98702936168548,True,True,Sunny,105,7.470276733920143
North,Clay,Wheat,354.0178601421973,22.14212995589109,False,False,Rainy,115,2.984836533750821
West,Sandy,Soybean,630.4150341172898,21.56603915203634,True,True,Rainy,129,6.131091570623691
North,Loam,Soybean,450.0535966090968,15.289044903494274,False,True,Sunny,124,3.986423466948928
North,Peaty,Soybean,412.8642194165619,18.75654438431112,False,True,Cloudy,87,4.363329070187885
South,Chalky,Wheat,709.9379863566585,19.347432314892217,True,True,Rainy,147,6.896301247359153
North,Peaty,Cotton,628.4275910523829,30.76404458308837,False,True,Rainy,149,5.181106602299408
East,Silt,Rice,403.1534203498096,16.035252206231018,True,True,Rainy,109,5.050257159218529
West,Sandy,Maize,468.14369494285495,29.947445632075315,False,True,Rainy,99,4.537903848383829
North,Clay,Maize,439.51049925359615,20.774083678451355,False,False,Rainy,117,2.45509300251523
South,Sandy,Barley,147.7468019961944,22.833888209378166,False,True,Rainy,66,1.5569279998531629
South,Sandy,Barley,823.4977868117618,15.062917006490096,False,False,Sunny,83,5.060321201046489
West,Clay,Wheat,902.6136648921976,36.7369208672489,True,False,Rainy,132,7.090696518200078
West,Chalky,Maize,797.9777120869704,17.98036130700429,False,False,Sunny,66,4.486142479880126
East,Silt,Wheat,531.2474600486149,29.4659635181823,False,False,Sunny,110,2.6997146435341985
North,Loam,Soybean,881.2699356459909,24.62631335376885,True,True,Sunny,149,7.590015996347571
South,Clay,Wheat,954.8946348601636,22.31610108651231,False,True,Sunny,124,6.416938085110013
South,Chalky,Soybean,537.3231876308633,31.782315552382578,True,True,Sunny,149,6.5231244644680295
East,Chalky,Rice,680.6787974152011,28.4450568529062,True,False,Cloudy,119,6.204870191506451
South,Sandy,Cotton,762.3731229210647,37.03829289324766,False,True,Rainy,149,6.447835938207185
South,Clay,Maize,485.9877819164782,39.937026879068426,True,False,Sunny,130,4.46527531728146
North,Chalky,Wheat,209.62006830299907,26.54853712653503,False,True,Sunny,80,3.420745998181012
South,Clay,Cotton,357.9943186684802,29.029286495738766,False,False,Sunny,75,2.34935320660216
East,Sandy,Wheat,903.8593082660972,27.52608099960577,False,False,Rainy,120,4.898295977243833
South,Loam,Wheat,620.32292889426,16.636098626258928,True,True,Rainy,101,5.912565306534578
South,Chalky,Barley,579.2404519006685,33.38428376147143,False,True,Cloudy,132,4.629155906518322
East,Loam,Rice,166.92506736864874,33.27738596948063,True,False,Rainy,119,2.9052892265410164
South,Loam,Rice,521.887079028895,22.65466077430612,True,True,Cloudy,81,5.454941929306402
East,Loam,Rice,597.9420544835211,16.941271434390593,False,True,Sunny,124,4.348565683737226
West,Loam,Soybean,217.0788231518964,38.09229423227868,True,False,Sunny,108,3.2397223043132417
West,Clay,Wheat,635.8823001635901,38.14608864839167,True,True,Sunny,119,6.340544100733586
West,Sandy,Barley,739.7668052733746,29.77693838902149,True,False,Rainy,103,5.678970623855076
West,Loam,Soybean,978.3913371573526,22.634569129425813,False,True,Cloudy,73,5.86567728051136
West,Chalky,Soybean,615.4803538258702,21.12291292452487,True,True,Rainy,92,5.7977845569987165
North,Loam,Cotton,237.23575832328703,36.37195742369706,False,False,Cloudy,140,1.5538951432776205
West,Silt,Maize,187.40028391508616,27.591275964822064,False,True,Cloudy,132,2.7159244797117674
South,Silt,Rice,696.9173084100618,31.193411471033446,False,False,Sunny,82,4.65545663765091
West,Silt,Barley,980.3550313744933,36.96971825844069,True,True,Sunny,74,8.414892905721054
South,Loam,Barley,605.0837707111739,24.48711102516118,True,False,Sunny,138,4.93832072242275
West,Clay,Rice,208.8801064641246,25.711127065756376,True,False,Sunny,117,2.892260123323754
East,Peaty,Rice,464.326608146275,31.58474620152576,True,True,Sunny,120,6.146963089406141
East,Sandy,Barley,572.9861155924742,27.936872149373,True,False,Sunny,62,4.511950486883471
East,Peaty,Rice,453.0088910490536,32.64642600615966,True,False,Rainy,146,3.726283890005272
West,Silt,Maize,356.1405485088706,20.125346298136343,True,True,Rainy,146,5.207499496708792
East,Chalky,Barley,206.03161826210828,21.173390967287062,True,True,Cloudy,76,4.473072559855972
South,Loam,Cotton,595.7367860677284,24.111061969957,False,False,Sunny,105,4.230694624357401
East,Peaty,Rice,822.0295412347866,34.277162292980364,False,False,Rainy,82,4.587494193663859
East,Sandy,Barley,227.95947222273327,33.716098859514645,False,False,Sunny,76,1.876620252422046
South,Loam,Barley,152.0017313142251,22.090851767821707,False,True,Sunny,77,3.2462333772601197
East,Loam,Maize,658.3642922385765,26.24048734018176,True,False,Rainy,66,4.779246897709254
West,Clay,Cotton,265.0594403192283,39.61688320192465,True,True,Sunny,128,5.056041509089348
East,Silt,Rice,509.5135736701552,24.698109161217157,True,False,Sunny,84,4.999576108908336
North,Loam,Wheat,622.8188480502271,28.80481697285755,False,True,Rainy,88,4.396993791000988
South,Loam,Barley,210.7043758754182,16.16612843257063,True,False,Cloudy,144,3.3950598778211445
South,Sandy,Cotton,267.959980494981,28.02438921776816,False,True,Rainy,115,3.5525907456202463
South,Clay,Cotton,527.8838083928001,37.121299024741575,False,False,Cloudy,119,3.361641167619441
South,Loam,Wheat,128.67653400135544,17.2785708137378,False,False,Cloudy,145,0.6405508674333453
West,Clay,Wheat,406.6667296682129,27.042546397151984,False,False,Sunny,93,2.593738343047449
North,Loam,Cotton,353.2041227637687,18.346377884157505,True,True,Cloudy,61,4.995257269519963
North,Clay,Soybean,617.44974823019,20.706321221009823,False,False,Cloudy,90,3.8361546423196944
West,Sandy,Rice,758.6646091418667,36.87800059723046,False,False,Rainy,74,5.198277742122571
South,Peaty,Cotton,607.8410813871903,39.27480931450129,False,False,Sunny,117,4.182809609866654
North,Clay,Cotton,721.3164816799111,32.746576601959326,True,True,Cloudy,97,7.797599466069556
East,Silt,Rice,175.92123303407652,17.949537374181165,False,False,Rainy,109,1.248831831635906
East,Chalky,Rice,284.87271757712506,19.2108132420165,True,True,Cloudy,62,4.880933374417184
East,Loam,Soybean,797.0857473822755,20.94193318115789,True,True,Cloudy,121,7.0729343422591855
West,Loam,Wheat,478.3641681198977,34.79725135744383,True,False,Cloudy,139,3.589006503834967
West,Loam,Rice,312.86617780241806,22.874935412993807,False,False,Rainy,135,2.356137366790412
South,Peaty,Soybean,897.3515586328983,32.991386986378615,True,True,Cloudy,85,7.442899173092442
West,Clay,Wheat,919.119180292729,33.19988307659503,False,False,Cloudy,76,5.451052182388211
South,Peaty,Rice,629.8309377918572,39.48194383876348,False,True,Cloudy,97,5.047774711609793
West,Chalky,Barley,891.4059767519669,26.76440564687473,False,True,Sunny,145,5.95291908229905
West,Clay,Maize,221.7890878892492,31.363491923951177,False,True,Cloudy,111,3.2797264895535183
East,Chalky,Wheat,674.833793814767,20.27186706740337,False,True,Sunny,86,4.1460407107875294
North,Sandy,Wheat,998.7720885238498,21.702277556642425,False,True,Sunny,104,7.24214050647392
South,Loam,Wheat,299.64927895981987,32.19084624202614,True,False,Sunny,107,3.737997180738833
North,Chalky,Barley,294.80952442850105,35.74866762260921,True,True,Sunny,128,4.980802012271904
West,Clay,Maize,770.4379213051849,36.87769937004543,True,False,Sunny,61,6.274790353507653
North,Chalky,Soybean,581.4502719312047,33.00647156914067,True,False,Sunny,90,4.792006691449472
West,Loam,Maize,658.5278252387867,16.613566500630643,True,True,Rainy,141,5.422770672806217
East,Chalky,Wheat,224.2364372608157,26.953919591928404,False,False,Rainy,117,1.9691126504539904
East,Loam,Soybean,600.044686332393,34.9616291392807,True,True,Cloudy,126,6.487229873795505
East,Sandy,Soybean,441.9960011534998,16.874626046094708,True,False,Cloudy,66,5.145580177729862
West,Silt,Barley,717.2237139163775,38.92122780937322,True,True,Rainy,79,6.881949961210115
West,Chalky,Cotton,402.1217753121751,29.35787162458568,True,True,Sunny,139,5.962848509643526
North,Chalky,Maize,547.5310702904566,38.815380410266044,False,True,Sunny,65,4.034592541582263
North,Clay,Wheat,143.18089461839557,31.55464619550136,False,True,Rainy,135,2.524607335502479
North,Silt,Maize,544.6769791454335,16.369042741172617,True,False,Sunny,118,4.88320846837104
South,Clay,Cotton,504.15121444499846,28.18751328037117,False,False,Rainy,133,3.288231744785966
North,Sandy,Rice,685.5539306535603,39.90066630322954,False,True,Rainy,66,5.13207235132197
East,Sandy,Rice,444.3036309558764,27.036482911170324,False,True,Sunny,146,4.212633393151949
South,Loam,Cotton,982.0633453282773,29.4090317923034,False,True,Rainy,115,6.497269489817128
East,Silt,Cotton,687.8048281972425,30.289133898977845,False,False,Rainy,122,4.363456451450213
East,Loam,Cotton,699.3251150891987,25.02486461811448,True,False,Rainy,100,5.211250371509943
South,Chalky,Barley,169.0338491962891,31.00127776261048,True,True,Rainy,126,3.4730446609586023
South,Peaty,Maize,590.8753963603904,21.45496638803249,False,True,Sunny,80,4.757060502262843
North,Clay,Maize,187.14302462963747,16.341156132202016,False,True,Cloudy,71,2.5048678555571366
West,Chalky,Rice,195.14914904376147,21.866977705925954,True,False,Cloudy,138,3.4236896702265627
North,Sandy,Maize,412.6371931778726,35.14749013163147,True,True,Cloudy,83,6.027760758110953
East,Sandy,Maize,250.6366102379941,27.126445333553,False,True,Cloudy,74,3.425338928559892
South,Chalky,Cotton,524.371532861353,35.96143530665687,False,True,Sunny,80,4.039784260687321
South,Chalky,Barley,995.3166467663732,24.647815795704403,True,False,Rainy,95,7.54910689082145
North,Chalky,Wheat,596.7391719951497,27.82671402481324,True,True,Sunny,122,5.980779170101741
South,Sandy,Soybean,952.9843546707706,29.83688057306308,True,False,Cloudy,139,6.9614820054610576
South,Clay,Barley,825.9859640973842,17.957328471566996,False,False,Sunny,84,4.893988510450223
North,Sandy,Rice,581.8317467035184,22.376398092355178,False,False,Sunny,100,4.321564036240235
West,Silt,Soybean,752.6506234864514,15.339420722659384,True,True,Cloudy,141,6.351779797772799
South,Chalky,Maize,289.6943766647819,27.73631093707619,True,True,Sunny,108,4.638907540025298
East,Silt,Rice,418.13865844119874,20.24452878219445,True,False,Cloudy,117,3.2770405187042977
North,Silt,Barley,364.6328849238826,29.702617707451207,False,False,Sunny,65,2.4402715179163725
West,Clay,Wheat,107.2722714817002,33.88728040603059,True,False,Cloudy,110,1.7972671600146142
South,Silt,Rice,782.703985982614,29.731880368001946,False,True,Cloudy,129,5.829673052719871
South,Sandy,Soybean,398.4800706221227,32.6630420895844,False,False,Cloudy,139,2.654625249167018
North,Loam,Rice,140.29543318723807,17.62290180661979,True,True,Sunny,145,3.976468117367422
South,Peaty,Maize,736.6354602913373,37.215020384818814,True,True,Cloudy,99,7.029081146116536
West,Clay,Cotton,335.636091312619,22.005312524189517,True,False,Sunny,136,3.667758442289781
East,Sandy,Rice,122.34810532399246,22.35796315716115,False,False,Sunny,124,0.8679018250824797
West,Chalky,Maize,899.698996184782,25.41911583926723,True,False,Cloudy,118,6.641361647091143
West,Peaty,Rice,783.2067510806393,36.15687278766258,False,True,Rainy,73,5.4476493955528
East,Peaty,Cotton,123.96459590665545,35.29525256850668,False,True,Cloudy,139,2.632114060170185
South,Peaty,Barley,331.58014541614136,32.907640095229524,True,False,Sunny,104,3.4973999548435484
West,Peaty,Wheat,942.3814411799192,39.63354373637664,False,False,Cloudy,79,6.407724813575856
West,Peaty,Maize,103.2053650551858,27.150665532715188,False,False,Sunny,133,1.7959509101870477
West,Peaty,Soybean,647.651303361561,29.61137688466797,False,True,Rainy,141,5.417059776796821
South,Loam,Barley,358.69110933315653,16.92633799108521,False,True,Cloudy,102,3.154787108406909
North,Sandy,Soybean,941.2885116642168,31.123177952018587,True,False,Rainy,128,6.012882510057006
West,Chalky,Soybean,331.46633860630845,18.25661046919649,False,False,Rainy,144,1.3940408680608247
South,Sandy,Wheat,910.5054382851108,35.0285030047547,True,False,Sunny,75,7.047211005982684
West,Silt,Soybean,700.4874792617311,15.98504058057314,True,False,Rainy,131,5.412567799873364
West,Chalky,Barley,968.7465210777156,19.16571601161011,False,True,Sunny,111,6.484952142594979
West,Silt,Soybean,153.02782410225552,21.145181262229368,False,False,Cloudy,94,0.5163584281132039
East,Clay,Cotton,638.8954642449263,29.522600748642702,True,False,Rainy,89,4.996930680220347
East,Chalky,Maize,335.5230761787368,39.7201390171295,True,True,Sunny,104,5.662875149766269
South,Peaty,Wheat,274.4642905603066,18.17452963588702,False,False,Sunny,142,1.065356473810697
North,Clay,Soybean,575.8388349069462,35.196868493837655,True,False,Sunny,122,4.764125890772787
East,Silt,Wheat,915.1151532218126,29.726361057085924,True,False,Cloudy,104,5.689844587248375
West,Sandy,Cotton,116.35116632238596,15.022037217534294,True,False,Cloudy,77,1.73054841345032
West,Silt,Wheat,858.1438386901073,27.488884647313185,False,True,Cloudy,116,5.823806842144611
South,Clay,Cotton,883.4712946750674,18.763802039985496,True,False,Rainy,73,5.192806067879329
West,Chalky,Soybean,153.99946390941062,22.610056350854865,True,False,Rainy,64,3.3763297941147465
East,Chalky,Wheat,917.0888979350948,37.18956607260491,True,False,Cloudy,112,7.093640984301195
South,Chalky,Cotton,667.7896223508486,25.962144155799397,True,True,Rainy,118,6.178781205162435
South,Clay,Soybean,446.2529271880436,30.921692000694044,False,True,Cloudy,100,4.974234722167759
North,Clay,Cotton,629.5466864102748,20.705883697370293,False,False,Sunny,60,3.111099798385438
West,Peaty,Cotton,436.7590708581182,27.657023156108767,True,True,Sunny,145,5.128359092389179
East,Peaty,Maize,312.6981434661334,38.71228868705981,True,True,Rainy,82,4.980259808040163
South,Chalky,Soybean,512.1970091587309,18.109671869045165,True,True,Sunny,88,5.163231932054252
East,Clay,Maize,382.4231464422784,36.35358415698762,True,False,Rainy,65,3.505435320818665
North,Silt,Soybean,776.0995503500968,31.958107745904066,True,False,Cloudy,142,5.70566368768795
West,Silt,Maize,889.2236288282608,39.04465579233288,True,False,Cloudy,96,6.754495507566984
East,Sandy,Cotton,735.83037808813,19.09989040266873,True,True,Cloudy,144,6.990308783115762
North,Sandy,Soybean,732.9622117269462,21.894725478729725,False,True,Rainy,100,5.91072850963015
